mohallah_name,village_name,union_council_name,tehsil_name,district_name
Hatoon Dass,Hatoon,Hatoon,Punial,Ghizar
hasis Bala,hasis Bala,Hatoon,Punial,Ghizar
hasis paine,hasis paine,Hatoon,Punial,Ghizar
Golodasss,Golodass,Hatoon,Punial,Ghizar
Dalnati,Dalnati,Gulabpur-UC,Punial,Ghizar
Biyarchi,Biyarchi,Gulabpur-UC,Punial,Ghizar
Majini Mohalla Gulapure,Gulapure,Gulabpur-UC,Punial,Ghizar
Hun Phari,Gulapure,Gulabpur-UC,Punial,Ghizar
Mouse Phari,Gulapure,Gulabpur-UC,Punial,Ghizar
Jaloot,Gulapure,Gulabpur-UC,Punial,Ghizar
Domiyal,Gulapure,Gulabpur-UC,Punial,Ghizar
Thool,Gulapure,Gulabpur-UC,Punial,Ghizar
CSD GULAPURE,Gulapure,Gulabpur-UC,Punial,Ghizar
Sherqila/ Hamuchal,Sherqila/ Hamuchal,Sherqila-UC,Punial,Ghizar
Hamuchal sherqila,Sherqila/ Hamuchal,Sherqila-UC,Punial,Ghizar
Sherqila ward 1,Sherqila,Sherqila-UC,Punial,Ghizar
Sherqila ward 2,Sherqila,Sherqila-UC,Punial,Ghizar
Sherqila ward 3,Sherqila,Sherqila-UC,Punial,Ghizar
Sherqila ward 4,Sherqila,Sherqila-UC,Punial,Ghizar
Sherqila ward 5,Sherqila,Sherqila-UC,Punial,Ghizar
CSD SHERQILA,Sherqila,Sherqila-UC,Punial,Ghizar
Das Japuke,Das Japuke,Singal- UC,Punial,Ghizar
Gich,Gitch,Singal- UC,Punial,Ghizar
Goharabad,Goharabad,Singal- UC,Punial,Ghizar
CSD SINGUL,Goharabad,Singal- UC,Punial,Ghizar
Gulmuti,Gulmuti,Singal- UC,Punial,Ghizar
Japuke,Japuke,Singal- UC,Punial,Ghizar
Singal-I,Singal-I,Singal- UC,Punial,Ghizar
Singal-II,Singal-II,Singal- UC,Punial,Ghizar
Thingdass,Thingdass,Singal- UC,Punial,Ghizar
Bubar Bala,Bubar Bala,Singal- UC,Punial,Ghizar
Buber Pain,Buber Pain,Singal- UC,Punial,Ghizar
Gulmuti Thing Dass,Gulmuti Thing Dass,Singal- UC,Punial,Ghizar
MC C-No 01,MC C-No 01,MC-Gahkuch,Punial,Ghizar
MC  C-No 02,MC  C-No 02,MC-Gahkuch,Punial,Ghizar
Gushain,MC  C-No 02,MC-Gahkuch,Punial,Ghizar
Anwarbagh/  Silpi Bala,Anwarbagh/   Silpi Bala,MC-Gahkuch,Punial,Ghizar
Golodass,Golodass,MC-Gahkuch,Punial,Ghizar
Guranjer,Guranjer,MC-Gahkuch,Punial,Ghizar
Kanchi/Silpi pain,Kanchi/Silpi pain,MC-Gahkuch,Punial,Ghizar
Hatoon,Hatoon,MC-Gahkuch,Punial,Ghizar
Darmadr,Darmadr,MC-Gahkuch,Punial,Ghizar
CSD DARKUT,Darmadr,MC-Gahkuch,Punial,Ghizar
Gamsing,Gamsing,MC-Gahkuch,Punial,Ghizar
CSD GAHKUCH,Gahkuch,MC-Gahkuch,Punial,Ghizar
Khari,MCC-No 2,MC-Gahkuch,Punial,Ghizar
Gotomos,MCC-No 2,MC-Gahkuch,Punial,Ghizar
Damas Bala/Mushko,Damas,MC-Gahkuch,Punial,Ghizar
Jazera Mushko,Damas,MC-Gahkuch,Punial,Ghizar
Damas Paine,Damas,MC-Gahkuch,Punial,Ghizar
Mushko,Damas,MC-Gahkuch,Punial,Ghizar
Gushain,mcc-No-2,MC-Gahkuch,Punial,Ghizar
CSD AYASHI,mcc-No-2,MC-Gahkuch,Punial,Ghizar
hussaain Abad,Bubur,Bubur,Punial,Ghizar
Khutum,Bubur,Bubur,Punial,Ghizar
Shimayot,Bubur,Bubur,Punial,Ghizar
Kashrot,Bubur,Bubur,Punial,Ghizar
Majini Mohala,Bubur,Bubur,Punial,Ghizar
Darmushki,Bubur,Bubur,Punial,Ghizar
Bubur Bala/ Paine,Bubur,Bubur,Punial,Ghizar
Anwar Bag,Golodass,Bubur,Punial,Ghizar
Silpi Bala,Silpi,Bubur,Punial,Ghizar
Silpi Paine,Silpi,Bubur,Punial,Ghizar
Kanche,Kanche,Bubur,Punial,Ghizar
Anwarbagh,Silpi Bala,Bubur,Punial,Ghizar
Kanchi,Kanchi,Bubur,Punial,Ghizar
Bargul,Bargul,Hatoon,Ishkoman,Ghizar
Famani,Famani,Hatoon,Ishkoman,Ghizar
Anwaarabad/Aminabad,Anwaarabad/Amin abad,Hatoon,Ishkoman,Ghizar
Chat-khand Chinar,Chatorkhand Chinar,Hatoon,Ishkoman,Ghizar
Kuchdah,Kuchdah,Hatoon,Ishkoman,Ghizar
Pakora,Pakora,Hatoon,Ishkoman,Ghizar
Asumber,Asumber,Hatoon,Ishkoman,Ghizar
Dain,Dain,Hatoon,Ishkoman,Ghizar
Shonas,Shonas,Hatoon,Ishkoman,Ghizar
Barjangal,Barjangal,Immet,Ishkoman,Ghizar
Nowbahar,Barjangal,Immet,Ishkoman,Ghizar
Gishgish,Gishgish,Immet,Ishkoman,Ghizar
Immet/akoni kai,Immet/akoni kai,Immet,Ishkoman,Ghizar
Sultan Abad,Immet/akoni kai,Immet,Ishkoman,Ghizar
Immit Adarak,Immet/akoni kai,Immet,Ishkoman,Ghizar
immit center,Immet/akoni kai,Immet,Ishkoman,Ghizar
Nasir abad,Immet/akoni kai,Immet,Ishkoman,Ghizar
Shamsabad,Shamsabad,Immet,Ishkoman,Ghizar
Badswat,Badswat,Immet,Ishkoman,Ghizar
Belhance,Belhance,Immet,Ishkoman,Ghizar
Borth/Muhtarimdan,Borth/Muhtarimdan,Immet,Ishkoman,Ghizar
Mujawir,Mujawir,Immet,Ishkoman,Ghizar
Thushnalote,Thushnalote,Immet,Ishkoman,Ghizar
Faiz Abad,Faiz Abad,Ishkoman-iUC,Ishkoman,Ghizar
Faiz Abad,Faiz Abad,Ishkoman-iUC,Ishkoman,Ghizar
Gotolti,Gotolti,Ishkoman-iUC,Ishkoman,Ghizar
Mominabad,Mominabad,Ishkoman-iUC,Ishkoman,Ghizar
Shiniki,Mominabad,Ishkoman-iUC,Ishkoman,Ghizar
Tushkin,Mominabad,Ishkoman-iUC,Ishkoman,Ghizar
Jalal Abad,Jalal Abad,Ishkoman-iUC,Ishkoman,Ghizar
Dilti,Dilti,Ishkoman-ii UC,Ishkoman,Ghizar
Ishkoman kot,Ishkoman kot,Ishkoman-ii UC,Ishkoman,Ghizar
CSD IMMIT,Ishkoman kot,Ishkoman-ii UC,Ishkoman,Ghizar
CSD ISHKOMAN,Ishkoman kot,Ishkoman-ii UC,Ishkoman,Ghizar
Thapashkin,Thapashkin,Ishkoman-ii UC,Ishkoman,Ghizar
Chatorkhand,Chatorkhand,Chatorkhand,Ishkoman,Ghizar
CSD CHATOR KHAND,Chatorkhand,Chatorkhand,Ishkoman,Ghizar
Amin Abad,Chinar Amin Abad,Chatorkhand,Ishkoman,Ghizar
Hundur Bala pain,Hundur Bala pain,Salgan-UC,Sub-Division Yasin,Ghizar
CSD HUNDUR,Hundur Bala pain,Salgan-UC,Sub-Division Yasin,Ghizar
Omalsit,Omalsit,Salgan-UC,Sub-Division Yasin,Ghizar
Barkulti Bala/Pain,Barkulti Bala/Pain,Salgan-UC,Sub-Division Yasin,Ghizar
CSD BARKOLTI,Barkulti Bala/Pain,Salgan-UC,Sub-Division Yasin,Ghizar
Darkut proper,Darkut proper,Salgan-UC,Sub-Division Yasin,Ghizar
Darkut/Gartains,Darkut/Gartains,Salgan-UC,Sub-Division Yasin,Ghizar
CSD DARKUT,Darkut/Gartains,Salgan-UC,Sub-Division Yasin,Ghizar
Howalti/Sultan abad,Howalti/Sultan abad,Tause-ii UC,Sub-Division Yasin,Ghizar
Taus Bala,Taus Bala,Tause-ii UC,Sub-Division Yasin,Ghizar
Taus Bala,Taus Bala,Tause-ii UC,Sub-Division Yasin,Ghizar
CSD TAUS,Taus Bala,Tause-ii UC,Sub-Division Yasin,Ghizar
Taus Pain,Taus Pain,Tause-ii UC,Sub-Division Yasin,Ghizar
Taus Chashma,Taus Chashma,Tause-ii UC,Sub-Division Yasin,Ghizar
Dalsandi,Dalsandi,Tause-UC,Sub-Division Yasin,Ghizar
Gojalti,Gojalti,Tause-UC,Sub-Division Yasin,Ghizar
Sandi centre,Sandi centre,Tause-UC,Sub-Division Yasin,Ghizar
CSD SANDI,Sandi centre,Tause-UC,Sub-Division Yasin,Ghizar
Sandi Pain,Sandi Pain,Tause-UC,Sub-Division Yasin,Ghizar
Sandi Bala,Sandi Bala,Tause-UC,Sub-Division Yasin,Ghizar
Qarkulti,Qarkulti,Tause-UC,Sub-Division Yasin,Ghizar
CSD QARKOLTI,Qarkulti,Tause-UC,Sub-Division Yasin,Ghizar
Cheryat(Kono),Cheryat(Kono),Thoi-UC,Sub-Division Yasin,Ghizar
Dalkkoi/Draps,Dalkkoi/Draps,Thoi-UC,Sub-Division Yasin,Ghizar
Daraskin,Daraskin,Thoi-UC,Sub-Division Yasin,Ghizar
Darich,Darich,Thoi-UC,Sub-Division Yasin,Ghizar
Haraf,Haraf,Thoi-UC,Sub-Division Yasin,Ghizar
CSD THOI,Haraf,Thoi-UC,Sub-Division Yasin,Ghizar
Nolti/Thalti,Nolti/Thalti,Thoi-UC,Sub-Division Yasin,Ghizar
Shoote,Shoote,Thoi-UC,Sub-Division Yasin,Ghizar
Damalgand,Damalgand,Yasin UC,Sub-Division Yasin,Ghizar
Gindai,Gindai,Yasin UC,Sub-Division Yasin,Ghizar
CSD GINDAI,Gindai,Yasin UC,Sub-Division Yasin,Ghizar
CSD GINDAI,Gindai,Yasin UC,Sub-Division Yasin,Ghizar
Bujayot/Atkash,Bujayot/Atkash,Yasin UC,Sub-Division Yasin,Ghizar
Murkah,Murkah,Yasin UC,Sub-Division Yasin,Ghizar
Nuh/Mahsher,Nuh/Mahsher,Yasin UC,Sub-Division Yasin,Ghizar
Yasin Bala,Yasin Bala,Yasin UC,Sub-Division Yasin,Ghizar
Yasin pain,Yasin Bala,Yasin UC,Sub-Division Yasin,Ghizar
CSD YASEEN,Yasin Bala,Yasin UC,Sub-Division Yasin,Ghizar
CSD Area,Yasin pain,Yasin UC,Sub-Division Yasin,Ghizar
Nazbar,Nazbar,Yasin UC,Sub-Division Yasin,Ghizar
CSD NAZBAR,Nazbar,Yasin UC,Sub-Division Yasin,Ghizar
Manichi,Manichi,Yasin UC,Sub-Division Yasin,Ghizar
Centre ,Passu,Gojal 1,Gumit Gojal,Gilgit
Janabad,Passu,Gojal 1,Gumit Gojal,Gilgit
Passu center,Passu,Gojal 1,Gumit Gojal,Gilgit
odvair,Gulmit,Gojal 1,Gumit Gojal,Gilgit
chaman gul,Gulmit,Gojal 1,Gumit Gojal,Gilgit
center,Gulmit,Gojal 1,Gumit Gojal,Gilgit
Gulkin,Gulmit,Gojal 1,Gumit Gojal,Gilgit
Kamris,Gulmit,Gojal 1,Gumit Gojal,Gilgit
Gulkin,Gulmit,Gojal 1,Gumit Gojal,Gilgit
Dalgrim,Gulmit,Gojal 1,Gumit Gojal,Gilgit
Bala,Shishkat,Gojal 1,Gumit Gojal,Gilgit
Payeen,Shishkat,Gojal 1,Gumit Gojal,Gilgit
Nazimabad,Shishkat,Gojal 1,Gumit Gojal,Gilgit
Shishkat center,Shishkat,Gojal 1,Gumit Gojal,Gilgit
Kamris,Hussaini,Gojal 1,Gumit Gojal,Gilgit
Borith,Hussaini,Gojal 1,Gumit Gojal,Gilgit
center,Hussaini,Gojal 1,Gumit Gojal,Gilgit
Borith,Ainabad,Gojal 1,Gumit Gojal,Gilgit
center,Ainabad,Gojal 1,Gumit Gojal,Gilgit
Bala,Ainabad,Gojal 1,Gumit Gojal,Gilgit
Borith,Shimshal,Gojal 1,Gumit Gojal,Gilgit
center,Shimshal,Gojal 1,Gumit Gojal,Gilgit
Farmanabad,Shimshal,Gojal 1,Gumit Gojal,Gilgit
Khizerabad,Shimshal,Gojal 1,Gumit Gojal,Gilgit
Central Shimshal,Shimshal,Gojal 1,Gumit Gojal,Gilgit
Aminabad,Shimshal,Gojal 1,Gumit Gojal,Gilgit
Center,Ghulkin,Gojal 1,Gumit Gojal,Gilgit
jingal,Ghulkin,Gojal 1,Gumit Gojal,Gilgit
Centre ,Sost,Gojal 2,Sost Gojal,Gilgit
lower sost,Sost,Gojal 2,Sost Gojal,Gilgit
center sost,Sost,Gojal 2,Sost Gojal,Gilgit
afiyatabad sost,Sost,Gojal 2,Sost Gojal,Gilgit
Centre ,Nazimabad,Gojal 2,Sost Gojal,Gilgit
center,Nazimabad,Gojal 2,Sost Gojal,Gilgit
Centre,Jamalabad,Gojal 2,Sost Gojal,Gilgit
Bala,Khyber,Gojal 2,Sost Gojal,Gilgit
Payeen,Khyber,Gojal 2,Sost Gojal,Gilgit
Payeen,Moorkhun,Gojal 2,Sost Gojal,Gilgit
Boybar,Moorkhun,Gojal 2,Sost Gojal,Gilgit
center,Moorkhun,Gojal 2,Sost Gojal,Gilgit
Payeen,Ghalapan,Gojal 2,Sost Gojal,Gilgit
center,Ghalapan,Gojal 2,Sost Gojal,Gilgit
Payeen,Gircha,Gojal 2,Sost Gojal,Gilgit
Gulbashi,Gircha,Gojal 2,Sost Gojal,Gilgit
Sirteez,Gircha,Gojal 2,Sost Gojal,Gilgit
Payeen,Hussainabad,Gojal 2,Sost Gojal,Gilgit
center,Hussainabad,Gojal 2,Sost Gojal,Gilgit
Imamabad,Khudabad,Gojal 2,Sost Gojal,Gilgit
Center,Khudabad,Gojal 2,Sost Gojal,Gilgit
didarabad,Khudabad,Gojal 2,Sost Gojal,Gilgit
Center,Misgar,Gojal 2,Sost Gojal,Gilgit
zakirabad,Misgar,Gojal 2,Sost Gojal,Gilgit
Center,Rashit,Gojal 2,Sost Gojal,Gilgit
Center,Kirmin,Gojal 2,Sost Gojal,Gilgit
Noorabad,Kirmin,Gojal 2,Sost Gojal,Gilgit
Aminabad,Kirmin,Gojal 2,Sost Gojal,Gilgit
Center,Sharsbaz,Gojal 2,Sost Gojal,Gilgit
Center,Zoodkhun,Gojal 2,Sost Gojal,Gilgit
Center,Ramingi,Gojal 2,Sost Gojal,Gilgit
Center,Yarzirich,Gojal 2,Sost Gojal,Gilgit
Center,Shitmerg,Gojal 2,Sost Gojal,Gilgit
center,Kill,Gojal 2,Sost Gojal,Gilgit
center,Ispang,Gojal 2,Sost Gojal,Gilgit
Center,Aliabad,Aliabad,Aliabad,Gilgit
Shahbaat,Aliabad,Aliabad,Aliabad,Gilgit
Cinakhhan,Aliabad,Aliabad,Aliabad,Gilgit
Rahimabad,Aliabad,Aliabad,Aliabad,Gilgit
Sultanabad,Aliabad,Aliabad,Aliabad,Gilgit
Agakhan Abad I,Aliabad,Aliabad,Aliabad,Gilgit
Shahpasand,Aliabad,Aliabad,Aliabad,Gilgit
Dalat,Aliabad,Aliabad,Aliabad,Gilgit
Khann (Centre),Aliabad,Aliabad,Aliabad,Gilgit
Gulkhan,Aliabad,Aliabad,Aliabad,Gilgit
khun,Aliabad,Aliabad,Aliabad,Gilgit
Fortaan,Aliabad,Aliabad,Aliabad,Gilgit
Agakhan Abad II,Aliabad,Aliabad,Aliabad,Gilgit
Farmanabad,Murtazabad,Aliabad,Aliabad,Gilgit
Masoot,Murtazabad,Aliabad,Aliabad,Gilgit
Bala,Murtazabad,Aliabad,Aliabad,Gilgit
Payeen,Murtazabad,Aliabad,Aliabad,Gilgit
center,Murtazabad,Aliabad,Aliabad,Gilgit
Gutoom,Murtazabad,Aliabad,Aliabad,Gilgit
Hindi Gan,Murtazabad,Aliabad,Aliabad,Gilgit
Daar,Murtazabad,Aliabad,Aliabad,Gilgit
Center,Hassanabad,Aliabad,Aliabad,Gilgit
Sherabad,Hassanabad,Aliabad,Aliabad,Gilgit
Roshanabad,Hassanabad,Aliabad,Aliabad,Gilgit
Sarat,Altit,Altit,Aliabad,Gilgit
Ahmedabad,Altit,Altit,Aliabad,Gilgit
Salmanabad,Altit,Altit,Aliabad,Gilgit
Harchi,Altit,Altit,Aliabad,Gilgit
Giram,Altit,Altit,Aliabad,Gilgit
borm boun,Altit,Altit,Aliabad,Gilgit
Dagaan daas,Altit,Altit,Aliabad,Gilgit
chikikiushal,Altit,Altit,Aliabad,Gilgit
Tounouch,Altit,Altit,Aliabad,Gilgit
Center,Altit,Altit,Aliabad,Gilgit
Khun,Altit,Altit,Aliabad,Gilgit
Rahimabad,Altit,Altit,Aliabad,Gilgit
Muhammadabad,Altit,Altit,Aliabad,Gilgit
Imam yar abad,Altit,Altit,Aliabad,Gilgit
Almustafabad,Altit,Altit,Aliabad,Gilgit
Sultanabad,Altit,Altit,Aliabad,Gilgit
Emaanabad,Altit,Altit,Aliabad,Gilgit
Bala Ahmedabad,Ahmedabad,Altit,Aliabad,Gilgit
Payeen Ahmedabad,Ahmedabad,Altit,Aliabad,Gilgit
Khoshi,Ahmedabad,Altit,Aliabad,Gilgit
Salmanabad,Sarat,Altit,Aliabad,Gilgit
center Sarat,Sarat,Altit,Aliabad,Gilgit
